PRIM_STATE,OCC_CODE,OCC_TITLE,TOT_EMP,A_MEAN,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
AL,29-1029,"Dentists, All Other Specialists",30,"230,260","58,740","157,150","229,820",#,#
AL,29-1031,Dietitians and Nutritionists,940,"67,720","46,580","57,860","65,240","78,890","93,400"
AL,29-1041,Optometrists,470,"125,860","54,420","79,340","129,700","160,390","175,260"
AL,29-1051,Pharmacists,"5,880","129,100","86,780","121,050","133,930","144,070","160,300"
AL,29-1071,Physician Assistants,770,"105,970","57,470","91,690","101,620","117,630","152,510"
AL,29-1081,Podiatrists,100,"146,160","55,270","84,520","140,580","191,610","236,250"
AL,29-1122,Occupational Therapists,"1,390","95,250","73,030","80,250","95,410","108,110","122,990"
AL,29-1123,Physical Therapists,"2,750","97,890","68,030","78,810","97,040","116,260","128,810"
AL,29-1124,Radiation Therapists,150,"85,670","60,180","70,280","85,950","97,280","102,350"
AL,29-1125,Recreational Therapists,200,"56,460","41,630","47,930","52,050","61,260","80,540"
AL,29-1126,Respiratory Therapists,"2,250","65,500","48,490","52,990","64,010","71,970","82,920"
AL,29-1127,Speech-Language Pathologists,"1,840","77,430","55,930","60,430","72,560","93,600","111,180"
AL,29-1128,Exercise Physiologists,60,"52,520","39,120","41,930","48,980","60,510","74,140"
AL,29-1129,"Therapists, All Other",40,"84,860","41,460","52,210","69,320","133,700","143,500"
AL,29-1131,Veterinarians,"1,150","112,070","59,570","83,880","98,060","129,210","160,460"
AL,29-1141,Registered Nurses,"53,340","74,970","53,360","62,160","71,040","82,170","98,840"
AL,29-1151,Nurse Anesthetists,"1,410","176,970","97,890","115,010","179,160","213,420",#
AL,29-1171,Nurse Practitioners,"4,730","109,650","85,410","98,940","106,930","121,170","132,860"
AL,29-1181,Audiologists,290,"77,690","50,140","63,910","76,900","83,200","95,790"
AL,29-1211,Anesthesiologists,**,"323,940","194,020",#,#,#,#
AL,29-1212,Cardiologists,170,*,*,*,*,*,*
AL,29-1213,Dermatologists,120,"408,680","131,580",#,#,#,#
AL,29-1215,Family Medicine Physicians,380,"212,590","105,370","170,920","198,930",#,#
AL,29-1216,General Internal Medicine Physicians,270,*,*,*,*,*,*
AL,29-1218,Obstetricians and Gynecologists,80,"206,010","68,290","163,790","204,570","223,920",#
AL,29-1221,"Pediatricians, General",330,"234,790","150,380","169,400","202,330",#,#
AL,29-1222,"Physicians, Pathologists",60,"249,030","74,310","113,190","238,020",#,#
AL,29-1229,"Physicians, All Other","3,780","260,290","64,820","150,380",#,#,#
AL,29-1241,"Ophthalmologists, Except Pediatric",**,"218,730","171,070","174,980","181,490",#,#
AL,29-1242,"Orthopedic Surgeons, Except Pediatric",240,"309,060","103,710","165,860",#,#,#
AL,29-1249,"Surgeons, All Other",410,#,#,#,#,#,#
AL,29-1292,Dental Hygienists,"2,840","57,690","47,280","51,920","59,840","62,440","68,640"
AL,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",150,"99,720","75,670","79,890","92,750","113,730","138,250"
AL,29-2010,Clinical Laboratory Technologists and Technicians,"6,690","51,440","31,820","36,900","47,790","63,790","79,070"
AL,29-2031,Cardiovascular Technologists and Technicians,"1,100","52,580","30,100","32,620","45,280","69,250","82,280"
AL,29-2032,Diagnostic Medical Sonographers,"1,190","66,820","47,350","58,440","66,340","76,920","82,940"
AL,29-2033,Nuclear Medicine Technologists,340,"79,150","63,020","73,230","79,230","82,960","96,350"
AL,29-2034,Radiologic Technologists and Technicians,"3,740","58,270","39,470","49,000","56,790","66,680","79,060"
AL,29-2035,Magnetic Resonance Imaging Technologists,530,"73,070","52,840","66,670","74,920","82,740","91,190"
AL,29-2042,Emergency Medical Technicians,"2,420","37,680","27,420","29,900","36,260","44,990","49,370"
AL,29-2043,Paramedics,"1,890","46,810","32,520","38,320","45,020","58,170","59,990"
AL,29-2051,Dietetic Technicians,40,*,*,*,*,*,*
AL,29-2052,Pharmacy Technicians,"8,710","39,440","30,830","35,780","37,690","43,820","48,190"
AL,29-2053,Psychiatric Technicians,"2,860","33,690","21,100","28,240","35,200","37,340","41,600"
AL,29-2055,Surgical Technologists,"2,610","49,440","33,940","39,070","48,920","57,960","65,400"
AL,29-2056,Veterinary Technologists and Technicians,"2,260","33,310","26,920","28,590","30,480","37,330","43,470"
AL,29-2057,Ophthalmic Medical Technicians,"1,330","37,730","29,070","32,200","36,260","41,370","47,150"
AL,29-2061,Licensed Practical and Licensed Vocational Nurses,"10,840","50,760","36,470","43,320","50,100","58,850","63,170"
AL,29-2072,Medical Records Specialists,"2,630","42,830","28,300","33,380","38,540","49,290","62,660"
AL,29-2081,"Opticians, Dispensing",920,"36,750","29,690","31,990","35,570","38,410","46,100"
AL,29-2091,Orthotists and Prosthetists,50,"87,660","43,000","65,650","90,690","102,690","134,120"
AL,29-2099,"Health Technologists and Technicians, All Other","1,380","45,110","36,780","37,960","43,370","47,330","61,170"
AL,29-9021,Health Information Technologists and Medical Registrars,30,"52,900","31,450","37,880","53,110","65,760","82,800"
AL,29-9091,Athletic Trainers,590,"52,940","32,480","45,510","53,640","60,470","65,140"
AL,29-9093,Surgical Assistants,250,"41,580","36,740","38,900","38,900","45,650","51,950"
AL,29-9099,"Healthcare Practitioners and Technical Workers, All Other",100,"62,500","34,070","40,260","51,060","76,270","110,300"
AL,31-0000,Healthcare Support Occupations,"75,130","33,290","22,850","27,760","31,440","36,500","44,590"
AL,31-1120,Home Health and Personal Care Aides,"21,100","26,800","20,400","22,870","27,100","28,940","32,630"
AL,31-1131,Nursing Assistants,"24,560","32,670","25,890","29,110","32,470","35,930","38,770"
AL,31-1132,Orderlies,490,"31,670","24,770","29,630","31,240","33,160","40,670"
AL,31-1133,Psychiatric Aides,950,"30,910","24,680","25,950","29,320","34,560","42,490"
AL,31-2011,Occupational Therapy Assistants,520,"64,970","53,340","58,480","61,990","71,550","81,530"
AL,31-2021,Physical Therapist Assistants,"2,550","61,360","47,550","52,610","60,890","70,670","77,500"
AL,31-2022,Physical Therapist Aides,730,"25,940","19,720","22,020","25,220","29,540","30,990"
AL,31-9011,Massage Therapists,510,"53,370","24,930","31,610","48,960","65,150","89,750"
AL,31-9091,Dental Assistants,"4,450","39,600","28,710","34,050","37,280","45,900","55,250"
AL,31-9092,Medical Assistants,"12,760","34,860","28,280","30,940","34,980","36,990","43,530"
AL,31-9093,Medical Equipment Preparers,890,"36,040","26,980","30,890","35,040","38,200","47,080"
AL,31-9094,Medical Transcriptionists,720,"33,550","24,210","25,810","32,590","38,220","47,980"
AL,31-9095,Pharmacy Aides,450,"35,120","30,890","32,150","34,240","37,220","38,570"
AL,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,"1,060","31,240","23,420","27,930","29,660","36,130","38,540"
AL,31-9097,Phlebotomists,"2,510","35,760","29,660","31,950","35,970","38,310","42,440"
AL,31-9099,"Healthcare Support Workers, All Other",880,"40,540","22,980","31,630","36,260","50,110","61,030"
AL,33-0000,Protective Service Occupations,"48,340","48,830","28,140","32,740","43,660","60,220","77,830"
AL,33-1011,First-Line Supervisors of Correctional Officers,470,"76,060","44,950","58,620","80,570","89,020","100,640"
AL,33-1012,First-Line Supervisors of Police and Detectives,"1,860","81,590","48,470","59,330","75,140","95,910","120,580"
AL,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,"1,150","77,100","46,580","61,480","73,720","90,680","112,010"
AL,33-1091,First-Line Supervisors of Security Workers,"1,160","59,740","34,290","37,230","46,360","86,260","94,610"
AL,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",110,"69,130","42,930","45,860","75,700","85,430","94,170"
AL,33-2011,Firefighters,"6,930","49,640","30,880","37,950","47,490","59,540","73,360"
AL,33-2021,Fire Inspectors and Investigators,**,"55,070","36,710","40,440","50,810","66,020","81,410"
AL,33-2022,Forest Fire Inspectors and Prevention Specialists,40,"39,520","33,210","34,920","34,920","41,840","48,040"
AL,33-3011,Bailiffs,90,"37,290","25,070","33,260","36,130","43,580","48,420"
AL,33-3012,Correctional Officers and Jailers,"4,730","49,050","29,000","37,600","46,400","61,370","71,070"
AL,33-3021,Detectives and Criminal Investigators,"1,290","77,900","41,970","49,630","66,020","90,230","147,850"
AL,33-3031,Fish and Game Wardens,170,"66,410","38,530","54,280","71,070","78,540","86,780"
AL,33-3041,Parking Enforcement Workers,50,"38,190","29,340","31,300","38,990","44,660","47,320"
AL,33-3051,Police and Sheriff's Patrol Officers,"12,060","55,330","37,010","43,420","53,850","65,160","78,140"
AL,33-9011,Animal Control Workers,270,"39,430","28,430","32,050","36,990","45,320","54,250"
AL,33-9021,Private Detectives and Investigators,580,"51,790","33,550","38,290","47,180","57,160","83,290"
AL,33-9031,Gambling Surveillance Officers and Gambling Investigators,100,"41,930","34,470","35,910","36,970","46,530","58,590"
AL,33-9032,Security Guards,"15,050","34,640","23,350","28,550","31,210","38,070","46,400"
AL,33-9091,Crossing Guards and Flaggers,340,"29,050","19,560","22,360","25,480","33,190","41,540"
AL,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","1,050","26,840","20,650","22,190","27,790","30,680","33,610"
AL,33-9093,Transportation Security Screeners,260,"59,850","49,000","49,460","60,510","66,500","72,010"
AL,33-9094,School Bus Monitors,120,"27,990","23,400","25,070","26,590","29,410","33,810"
AL,33-9099,"Protective Service Workers, All Other",**,"46,500","31,160","31,160","32,910","59,680","73,640"
AL,35-0000,Food Preparation and Serving Related Occupations,"178,360","28,170","18,340","21,970","26,950","31,070","37,740"
AL,35-1011,Chefs and Head Cooks,"1,280","63,800","36,570","52,290","62,670","73,650","84,860"
AL,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,"21,260","38,590","27,050","29,290","35,940","45,050","57,310"
AL,35-2011,"Cooks, Fast Food","25,580","26,340","21,830","23,040","26,690","28,730","32,670"
AL,35-2012,"Cooks, Institution and Cafeteria","8,970","26,910","18,480","20,750","26,780","30,850","36,250"
AL,35-2014,"Cooks, Restaurant","18,370","31,510","22,290","27,690","30,100","35,660","38,200"
AL,35-2015,"Cooks, Short Order","1,280","28,600","22,250","23,600","25,340","30,550","40,840"
AL,35-2021,Food Preparation Workers,"14,540","26,660","19,600","21,260","25,510","31,050","36,670"
AL,35-3011,Bartenders,"5,850","27,860","16,480","17,980","22,670","30,400","46,530"
AL,35-3023,Fast Food and Counter Workers,"37,500","25,450","19,230","21,530","23,490","28,090","34,710"
AL,35-3031,Waiters and Waitresses,"28,540","24,420","15,950","17,130","21,920","28,020","35,560"
AL,35-3041,"Food Servers, Nonrestaurant","3,260","27,540","22,090","24,440","27,810","29,690","34,210"
AL,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,"3,700","23,810","16,050","18,050","22,290","28,290","34,150"
AL,35-9021,Dishwashers,"3,800","26,820","21,130","22,990","27,230","29,390","33,070"
AL,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","4,290","24,740","18,000","21,690","24,960","27,620","29,630"
AL,35-9099,"Food Preparation and Serving Related Workers, All Other",**,"25,040","17,040","17,800","22,730","30,580","36,700"
AL,37-0000,Building and Grounds Cleaning and Maintenance Occupations,"53,120","33,000","21,910","26,550","30,490","37,150","46,350"
AL,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,"2,560","45,740","29,410","35,920","43,200","54,540","65,420"
AL,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","1,940","52,810","36,510","45,970","49,540","59,150","73,890"
AL,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","24,960","30,020","20,890","23,760","29,120","34,250","39,230"
AL,37-2012,Maids and Housekeeping Cleaners,"7,960","26,910","21,210","22,650","27,160","29,240","33,770"
AL,37-2021,Pest Control Workers,"2,410","42,270","30,880","35,920","40,020","47,020","58,800"
AL,37-3011,Landscaping and Groundskeeping Workers,"11,930","34,570","24,740","28,860","35,160","37,990","44,870"
AL,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",130,"43,820","33,850","40,090","44,890","44,890","52,050"
AL,37-3013,Tree Trimmers and Pruners,"1,170","40,240","21,710","36,450","39,600","45,500","49,940"
AL,37-3019,"Grounds Maintenance Workers, All Other",50,"53,750","30,790","44,530","50,040","70,080","79,100"
AL,39-0000,Personal Care and Service Occupations,"37,100","30,270","18,470","21,680","27,440","34,250","47,540"
AL,39-1013,First-Line Supervisors of Gambling Services Workers,90,"56,710","48,130","48,710","49,510","58,350","69,810"
AL,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services","1,930","43,370","27,040","31,990","39,940","50,590","62,320"
AL,39-1022,First-Line Supervisors of Personal Service Workers,"1,280","41,790","22,150","29,150","38,480","47,950","63,200"
AL,39-2011,Animal Trainers,220,"52,820","30,250","34,830","58,480","62,870","69,620"
AL,39-2021,Animal Caretakers,"4,170","30,110","20,590","22,560","27,940","33,060","44,420"
AL,39-3031,"Ushers, Lobby Attendants, and Ticket Takers","1,080","23,320","18,520","21,020","21,570","26,060","28,210"
AL,39-3091,Amusement and Recreation Attendants,"6,690","23,550","17,150","20,110","21,930","26,660","31,520"
AL,39-3092,Costume Attendants,40,"33,430","25,440","26,630","29,450","37,350","49,520"
AL,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",50,"25,060","22,440","23,810","25,190","27,290","27,660"
AL,39-4012,Crematory Operators,50,"36,840","30,220","30,270","32,040","46,010","48,090"
AL,39-4021,Funeral Attendants,540,"29,320","16,450","23,000","29,260","33,600","39,000"
AL,39-4031,"Morticians, Undertakers, and Funeral Arrangers",480,"49,160","30,240","37,690","48,450","55,100","76,240"
AL,39-5011,Barbers,90,"27,640","23,570","26,790","27,850","28,350","28,620"
AL,39-5012,"Hairdressers, Hairstylists, and Cosmetologists","3,170","32,020","15,740","22,760","29,660","35,580","49,710"
AL,39-5092,Manicurists and Pedicurists,850,"30,850","22,180","26,810","27,980","35,340","42,570"
AL,39-5093,Shampooers,180,"21,210","17,850","20,490","20,970","21,710","22,810"
AL,39-5094,Skincare Specialists,730,"41,550","25,100","28,550","35,710","47,300","56,860"
AL,39-6011,Baggage Porters and Bellhops,60,"24,740","17,040","17,040","26,920","28,920","31,290"
AL,39-6012,Concierges,130,"30,840","25,110","29,110","30,510","33,340","37,110"
AL,39-7010,Tour and Travel Guides,430,"31,820","21,160","27,270","29,800","35,210","42,430"
AL,39-9011,Childcare Workers,"4,880","24,500","18,250","21,100","22,420","28,260","30,690"
AL,39-9031,Exercise Trainers and Group Fitness Instructors,"2,800","37,990","18,270","23,350","37,400","48,950","59,550"
AL,39-9032,Recreation Workers,"4,640","29,380","19,170","22,030","27,320","33,680","43,680"
AL,39-9041,Residential Advisors,"2,050","28,470","20,540","24,650","27,750","31,860","36,540"
AL,39-9099,"Personal Care and Service Workers, All Other",**,"21,970","18,440","19,070","19,960","23,100","30,860"
